id,ITEM_ID,USER_ID,quantity,TIMESTAMP
1152,177,461,5,304227
1153,3635,326,1,304237
1154,874,975,3,304247
1155,2546,805,5,304257
1156,267,232,3,304267
1157,2908,191,3,304277
1158,2140,132,2,304287
1159,1889,484,2,304297
1160,2133,930,3,304307
1161,4182,233,3,304317
1162,3144,576,1,304327
1163,2641,103,3,304337
1164,2838,296,5,304347
1165,4326,406,4,304357
1166,554,124,4,304367
1167,2001,941,5,304377
1168,3778,141,4,304387
1169,2646,84,2,304397
1170,3083,736,5,304407
1171,3645,205,4,304417
1172,4209,386,3,304427
1173,47,18,5,304437
1174,590,624,4,304447
1175,3611,730,5,304457
1176,2712,365,1,304467
1177,3668,11,2,304477
1178,125,342,5,304487
1179,4429,505,1,304497
1180,1501,646,2,304507
1181,1505,408,5,304517
1182,3636,493,4,304527
1183,2449,664,4,304537
1184,3749,655,5,304547
1185,3272,357,4,304557
1186,2681,130,2,304567
1187,2554,730,2,304577
1188,3940,156,3,304587
1189,1313,289,3,304597
1190,4437,842,1,304607
1191,1706,203,4,304617
1192,598,24,3,304627
1193,2394,460,5,304637
1194,3829,337,3,304647
1195,1278,576,4,304657
1196,863,501,2,304667
1197,279,968,5,304677
1198,3366,577,1,304687
1199,2744,689,1,304697
1200,1854,67,3,304707
1201,79,544,2,304717
1202,295,159,4,304727
1203,970,994,2,304737
1204,2145,107,2,304747
1205,425,57,2,304757
1206,3395,121,1,304767
1207,2203,133,4,304777
1208,32,58,5,304787
1209,2343,739,2,304797
1210,3892,576,4,304807
1211,1141,701,5,304817
1212,257,325,3,304827
1213,3601,159,2,304837
1214,2765,342,1,304847
1215,2557,22,4,304857
1216,3845,92,4,304867
1217,2450,467,5,304877
1218,2429,505,2,304887
1219,4127,738,1,304897
1220,3979,724,5,304907
1221,1371,812,3,304917
1222,2955,694,1,304927
1223,3765,273,1,304937
1224,1769,694,3,304947
1225,3454,132,4,304957
1226,4264,883,3,304967
1227,655,835,2,304977
1228,3091,245,4,304987
1229,1436,657,5,304997
1230,3442,889,1,305007
1231,2831,351,5,305017
1232,1747,568,1,305027
1233,4084,965,3,305037
1234,4001,766,4,305047
1235,1316,276,1,305057
1236,1226,780,2,305067
1237,3236,870,5,305077
1238,3018,939,5,305087
1239,1782,503,3,305097
1240,4010,419,1,305107
1241,4275,916,2,305117
1242,1271,929,4,305127
1243,2571,863,5,305137
1244,1436,635,4,305147
1245,1440,995,4,305157
1246,1773,971,1,305167
1247,3240,696,2,305177
1248,140,561,3,305187
1249,4418,473,4,305197
1250,767,498,5,305207
1251,2276,441,2,305217
1252,1332,287,3,305227
1253,2618,262,1,305237
1254,2962,243,3,305247
1255,4196,923,2,305257
1256,2836,365,2,305267
1257,3622,58,2,305277
1258,502,576,2,305287
1259,4118,533,4,305297
1260,1723,801,2,305307
1261,362,165,5,305317
1262,3991,630,1,305327
1263,2268,763,2,305337
1264,820,877,4,305347
1265,4118,775,5,305357
1266,1625,663,5,305367
1267,1986,992,1,305377
1268,431,114,2,305387
1269,3940,550,5,305397
1270,3033,899,3,305407
1271,1670,378,4,305417
1272,2409,150,1,305427
1273,1254,648,3,305437
1274,1250,965,1,305447
1275,166,697,1,305457
1276,1226,552,4,305467
1277,805,262,1,305477
1278,3762,176,4,305487
1279,3553,771,2,305497
1280,1306,19,5,305507
1281,1254,52,4,305517
1282,885,283,5,305527
1283,3941,82,4,305537
1284,3867,545,3,305547
1285,1067,692,5,305557
1286,440,184,5,305567
1287,2627,653,5,305577
1288,3377,148,5,305587
1289,2247,548,4,305597
1290,3781,940,5,305607
1291,2978,319,1,305617
1292,2019,980,3,305627
1293,2908,596,1,305637
1294,2506,65,5,305647
1295,2015,97,4,305657
1296,2039,433,2,305667
1297,1731,307,5,305677
1298,2961,391,5,305687
1299,3893,999,2,305697
1300,338,579,2,305707
1301,510,605,3,305717
1302,3426,923,3,305727
1303,488,926,2,305737
1304,2579,610,2,305747
1305,2415,278,5,305757
1306,212,242,1,305767
1307,47,473,4,305777
1308,14,803,3,305787
1309,2720,191,2,305797
1310,3850,552,4,305807
1311,3167,222,2,305817
1312,478,148,3,305827
1313,2940,510,2,305837
1314,805,153,5,305847
1315,3995,926,5,305857
1316,1809,783,4,305867
1317,2394,80,2,305877
1318,4464,849,1,305887
1319,945,658,2,305897
1320,1924,312,2,305907
1321,2626,293,2,305917
1322,3872,191,3,305927
1323,2696,250,3,305937
1324,1113,872,5,305947
1325,1070,162,2,305957
1326,1295,835,2,305967
1327,4489,222,2,305977
1328,4336,443,4,305987
1329,3101,641,1,305997
1330,189,860,3,306007
1331,2333,827,3,306017
1332,4478,328,3,306027
1333,2992,856,5,306037
1334,581,470,3,306047
1335,3342,205,2,306057
1336,24,509,5,306067
1337,3228,753,4,306077
1338,2201,688,4,306087
1339,3076,398,1,306097
1340,2690,26,5,306107
1341,4125,802,2,306117
1342,1733,361,4,306127
1343,3515,959,5,306137
1344,4284,883,4,306147
1345,97,779,5,306157
1346,1583,851,5,306167
1347,29,804,3,306177
1348,2875,845,1,306187
1349,1674,51,1,306197
1350,1239,931,2,306207
1351,1139,663,3,306217
1352,2756,359,5,306227
1353,1564,403,1,306237
1354,2629,59,4,306247
1355,3818,468,4,306257
1356,191,394,5,306267
1357,1851,489,5,306277
1358,3945,497,1,306287
1359,2410,752,4,306297
1360,825,663,5,306307
1361,1280,724,2,306317
1362,718,177,4,306327
1363,2314,188,5,306337
1364,1051,80,4,306347
1365,3809,674,4,306357
1366,1725,888,4,306367
1367,295,642,5,306377
1368,2542,701,2,306387
1369,434,306,4,306397
1370,3759,124,3,306407
1371,1540,481,2,306417
1372,3596,615,4,306427
1373,1471,111,5,306437
1374,2876,357,1,306447
1375,4075,521,3,306457
1376,4290,36,3,306467
1377,731,454,5,306477
1378,184,532,5,306487
1379,85,183,3,306497
1380,2943,920,4,306507
1381,1721,230,5,306517
1382,2006,716,2,306527
1383,3451,208,2,306537
1384,2378,906,2,306547
1385,2048,55,5,306557
1386,1661,792,1,306567
1387,3609,424,2,306577
1388,1971,313,2,306587
1389,4408,432,4,306597
1390,3505,399,4,306607
1391,4015,700,2,306617
1392,1662,657,4,306627
1393,2088,688,4,306637
1394,3562,32,2,306647
1395,848,383,2,306657
1396,1259,690,5,306667
1397,3503,458,1,306677
1398,1684,884,2,306687
1399,463,593,2,306697
1400,61,370,5,306707
1401,2165,535,2,306717
1402,1294,767,3,306727
1403,2675,131,1,306737
1404,3387,464,4,306747
1405,3765,245,2,306757
1406,2450,39,2,306767
1407,1834,72,3,306777
1408,3620,477,5,306787
1409,671,623,2,306797
1410,3289,670,5,306807
1411,326,103,5,306817
1412,2092,866,5,306827
1413,2220,637,4,306837
1414,1734,6,1,306847
1415,3852,212,3,306857
1416,2824,279,3,306867
1417,821,108,3,306877
1418,589,977,3,306887
1419,1874,331,4,306897
1420,3212,903,2,306907
1421,3298,629,3,306917
1422,2939,821,5,306927
1423,4199,725,2,306937
1424,1516,740,3,306947
1425,2205,732,3,306957
1426,1879,310,2,306967
1427,3635,54,1,306977
1428,3259,347,1,306987
1429,500,692,4,306997
1430,149,209,1,307007
1431,3773,26,1,307017
1432,1074,735,5,307027
1433,402,392,1,307037
1434,4196,338,3,307047
1435,1239,272,5,307057
1436,97,499,2,307067
1437,1617,502,2,307077
1438,2002,174,4,307087
1439,311,843,1,307097
1440,751,589,4,307107
1441,40,544,1,307117
1442,1282,813,1,307127
1443,2790,158,5,307137
1444,922,327,3,307147
1445,2018,958,5,307157
1446,236,570,1,307167
1447,3574,264,3,307177
1448,455,830,2,307187
1449,1290,160,1,307197
1450,1113,793,5,307207
1451,3182,664,5,307217
1452,1831,664,4,307227
1453,448,877,5,307237
1454,4137,109,2,307247
1455,2568,396,2,307257
1456,1236,901,2,307267
1457,1105,547,3,307277
1458,3128,947,4,307287
1459,1944,675,5,307297
1460,812,455,5,307307
1461,2418,516,3,307317
1462,1566,83,4,307327
1463,2300,794,1,307337
1464,3686,867,2,307347
1465,710,56,2,307357
1466,4360,173,2,307367
1467,1862,264,4,307377
1468,2220,907,4,307387
1469,3475,331,5,307397
1470,375,551,2,307407
1471,2366,992,3,307417
1472,1785,388,2,307427
1473,1157,989,3,307437
1474,3045,642,2,307447
1475,1684,816,3,307457
1476,2243,611,1,307467
1477,556,569,5,307477
1478,1624,937,1,307487
1479,3012,468,3,307497
1480,1347,788,2,307507
1481,2886,385,2,307517
1482,1444,290,4,307527
1483,814,627,3,307537
1484,1773,524,4,307547
1485,3352,639,5,307557
1486,2257,665,5,307567
1487,4214,927,3,307577
1488,2787,401,4,307587
1489,2581,469,4,307597
1490,2789,657,2,307607
1491,1814,322,3,307617
1492,2754,163,1,307627
1493,3277,806,2,307637
1494,1974,358,1,307647
1495,4350,936,5,307657
1496,3015,8,2,307667
1497,3686,53,4,307677
1498,3735,732,5,307687
1499,900,744,3,307697
1500,4413,347,1,307707
1501,1103,334,5,307717
1502,3209,451,3,307727
1503,2343,734,3,307737
1504,3089,264,1,307747
1505,1663,348,1,307757
1506,202,386,4,307767
1507,4434,961,5,307777
1508,507,192,4,307787
1509,1475,303,1,307797
1510,1088,618,1,307807
1511,3788,978,5,307817
1512,3680,870,1,307827
1513,1187,945,2,307837
1514,3921,571,4,307847
1515,1773,283,1,307857
1516,110,862,5,307867
1517,2409,150,3,307877
1518,4030,381,2,307887
1519,3453,196,5,307897
1520,2556,391,3,307907
1521,1216,809,4,307917
1522,3622,932,5,307927
1523,1879,389,5,307937
1524,1414,174,4,307947
1525,1386,162,2,307957
1526,3870,35,2,307967
1527,2571,140,3,307977
1528,4291,299,4,307987
1529,4302,108,1,307997
1530,97,891,5,308007
1531,1983,946,1,308017
1532,343,239,2,308027
1533,2059,931,4,308037
1534,3162,72,2,308047
1535,2947,902,2,308057
1536,3173,789,4,308067
1537,4341,123,4,308077
1538,1134,347,5,308087
1539,4429,124,2,308097
1540,371,856,5,308107
1541,516,598,4,308117
1542,1323,306,3,308127
1543,1098,780,1,308137
1544,3302,607,2,308147
1545,2513,479,1,308157
1546,867,732,5,308167
1547,1482,175,3,308177
1548,1464,297,5,308187
1549,1381,404,2,308197
1550,4407,2,4,308207
1551,3480,312,3,308217
1552,1977,312,3,308227
1553,2070,895,2,308237
1554,678,745,2,308247
1555,8,823,3,308257
1556,3164,247,3,308267
1557,1664,87,4,308277
1558,2832,233,3,308287
1559,1862,937,5,308297
1560,1403,239,5,308307
1561,1596,115,4,308317
1562,3245,100,1,308327
1563,2926,602,4,308337
1564,2462,174,2,308347
1565,1229,421,3,308357
1566,833,57,3,308367
1567,2479,9,3,308377
1568,1629,508,4,308387
1569,3193,931,3,308397
1570,3459,509,1,308407
1571,1020,922,1,308417
1572,3421,591,3,308427
1573,1271,864,2,308437
1574,3645,948,2,308447
1575,2497,636,4,308457
1576,622,870,5,308467
1577,578,255,3,308477
1578,1408,897,5,308487
1579,698,104,1,308497
1580,3873,353,5,308507
1581,2547,641,3,308517
1582,1994,492,2,308527
1583,3131,276,4,308537
1584,252,179,3,308547
1585,4371,115,2,308557
1586,4013,176,5,308567
1587,1306,240,4,308577
1588,887,901,2,308587
1589,2132,901,1,308597
1590,282,811,3,308607
1591,102,383,1,308617
1592,3400,443,5,308627
1593,1105,779,4,308637
1594,18,505,1,308647
1595,2008,856,2,308657
1596,913,318,4,308667
1597,2972,412,3,308677
1598,1590,144,3,308687
1599,1134,44,2,308697
1600,1297,321,3,308707
1601,2529,943,1,308717
1602,2750,412,3,308727
1603,741,520,5,308737
1604,2510,749,1,308747
1605,2547,710,2,308757
1606,3972,426,2,308767
1607,3961,626,4,308777
1608,3381,754,1,9385224
1609,1573,5,1,9385227
1610,2717,962,1,9385230
1611,1085,982,2,9385233
1612,4252,843,5,9385236
1613,383,79,5,9385239
1614,3858,350,3,9385242
1615,3018,440,4,9385245
1616,3343,470,5,9385248
1617,1867,218,5,9385251
1618,4387,322,5,9385254
1619,4101,403,4,9385257
1620,2524,102,1,9385260
1621,161,3,4,9385263
1622,2416,735,3,9385266
1623,3946,347,4,9385269
1624,230,174,5,9385272
1625,1761,121,5,9385275
1626,3369,896,5,9385278
1627,153,536,3,9385281
1628,3275,372,3,9385284
1629,2144,276,2,9385287
1630,2276,892,2,9385290
1631,3910,175,5,9385293
1632,2767,714,3,9385296
1633,2162,806,2,9385299
1634,4438,630,2,9385302
1635,1256,692,4,9385305
1636,3107,294,4,9385308
1637,1772,598,5,9385311
1638,2106,579,3,9385314
1639,1134,128,3,9385317
1640,693,884,5,9385320
1641,3917,32,1,9385323
1642,1438,419,3,9385326
1643,323,499,3,9385329
1644,3398,583,3,9385332
1645,539,722,5,9385335
1646,2048,163,2,9385338
1647,3138,579,2,9385341
1648,3114,599,2,9385344
1649,1326,874,5,9385347
1650,3519,787,1,9385350
1651,1815,269,5,9385353
1652,851,80,2,9385356
1653,2781,362,4,9385359
1654,3190,438,5,9385362
1655,2268,680,1,9385365
1656,3766,954,5,9385368
1657,61,132,3,9385371
1658,1104,416,3,9385374
1659,4410,719,1,9385377
1660,1803,635,4,9385380
1661,1934,11,1,9385383
1662,3413,622,3,9385386
1663,1112,256,5,9385389
1664,1735,149,3,9385392
1665,432,827,2,9385395
1666,2621,464,4,9385398
1667,2934,352,1,9385401
1668,1250,30,4,9385404
1669,2870,958,3,9385407
1670,3893,541,1,9385410
1671,2347,71,3,9385413
1672,2419,795,3,9385416
1673,396,39,5,9385419
1674,3516,821,1,9385422
1675,908,110,4,9385425
1676,3894,628,2,9385428
1677,1245,309,3,9385431
1678,3234,234,3,9385434
1679,2547,284,3,9385437
1680,1775,778,4,9385440
1681,3489,556,1,9385443
1682,2570,614,1,9385446
1683,3496,905,3,9385449
1684,2587,344,5,9385452
1685,3155,955,3,9385455
1686,2751,809,1,9385458
1687,2016,765,1,9385461
1688,1959,450,4,9385464
1689,2188,351,5,9385467
1690,2714,52,2,9385470
1691,3612,895,1,9385473
1692,304,899,3,9385476
1693,2959,194,3,9385479
1694,4182,127,5,9385482
1695,2678,681,2,9385485
1696,3804,651,5,9385488
1697,136,577,2,9385491
1698,1442,683,1,9385494
1699,159,149,1,9385497
1700,1965,763,3,9385500
1701,2820,181,4,9385503
1702,3360,878,3,9385506
1703,2245,745,3,9385509
1704,238,907,3,9385512
1705,1395,55,1,9385515
1706,479,688,5,9385518
1707,3868,753,5,9385521
1708,2029,330,4,9385524
1709,4065,726,3,9385527
1710,3733,2,4,9385530
1711,3776,137,1,9385533
1712,2041,673,5,9385536
1713,2134,86,3,9385539
1714,594,500,4,9385542
1715,4244,367,4,9385545
1716,906,949,2,9385548
1717,324,31,4,9385551
1718,3366,100,1,9385554
1719,4434,419,1,9385557
1720,4189,226,2,9385560
1721,151,314,2,9385563
1722,2173,346,3,9385566
1723,1616,130,3,9385569
1724,294,350,1,9385572
1725,62,471,4,9385575
1726,2341,857,2,9385578
1727,1298,216,4,9385581
1728,2871,56,3,9385584
1729,1692,268,5,9385587
1730,4245,160,1,9385590
1731,539,839,3,9385593
1732,161,502,2,9385596
1733,3904,747,1,9385599
1734,3202,236,4,9385602
1735,977,960,2,9385605
1736,4093,215,2,9385608
1737,4324,643,4,9385611
1738,3287,374,4,9385614
1739,2213,736,4,9385617
1740,1555,546,2,9385620
1741,4213,406,2,9385623
1742,1666,252,1,9385626
1743,3235,570,2,9385629
1744,2925,507,5,9385632
1745,2081,31,4,9385635
1746,1879,978,5,9385638
1747,1982,479,3,9385641
1748,2941,570,3,9385644
1749,2621,658,4,9385647
1750,1817,869,4,9385650
1751,1481,196,3,9385653
1752,1466,280,1,9385656
1753,1591,316,4,9385659
1754,230,49,2,9385662
1755,3984,966,3,9385665
1756,541,967,1,9385668
1757,924,600,1,9385671
1758,3948,58,2,9385674
1759,3886,267,4,9385677
1760,500,622,1,9385680
1761,1261,289,5,9385683
1762,1852,55,4,9385686
1763,3525,817,5,9385689
1764,4216,973,4,9385692
1765,3004,772,1,9385695
1766,3033,151,1,9385698
1767,668,601,3,9385701
1768,4314,211,1,9385704
1769,825,960,2,9385707
1770,861,645,4,9385710
1771,4481,247,4,9385713
1772,4201,808,5,9385716
1773,2299,389,4,9385719
1774,1890,606,2,9385722
1775,3454,218,3,9385725
1776,3589,186,2,9385728
1777,3151,606,5,9385731
1778,4067,776,2,9385734
1779,1899,925,5,9385737
1780,913,946,4,9385740
1781,61,396,3,9385743
1782,1685,496,1,9385746
1783,620,252,1,9385749
1784,40,954,4,9385752
1785,3145,46,1,9385755
1786,2799,463,5,9385758
1787,3960,297,5,9385761
1788,4386,323,4,9385764
1789,3489,391,3,9385767
1790,2785,545,4,9385770
1791,965,241,1,9385773
1792,327,737,4,9385776
1793,533,755,3,9385779
1794,2222,78,3,9385782
1795,2145,183,1,9385785
1796,1892,809,2,9385788
1797,4221,207,1,9385791
1798,1421,918,3,9385794
1799,4092,451,3,9385797
1800,986,767,4,9385800
1801,3329,49,4,9385803
1802,1169,388,1,9385806
1803,4217,378,4,9385809
1804,756,858,1,9385812
1805,1822,532,5,9385815
1806,3660,343,1,9385818
1807,3807,200,2,9385821
1808,1643,352,3,9385824
1809,2239,837,5,9385827
1810,2797,980,1,9385830
1811,1695,254,4,9385833
1812,2535,740,2,9385836
1813,933,264,3,9385839
1814,2743,89,3,9385842
1815,735,749,1,9385845
1816,864,268,2,9385848
1817,3238,949,1,9385851
1818,2178,257,3,9385854
1819,2249,737,5,9385857
1820,1090,816,4,9385860
1821,3173,845,2,9385863
1822,3656,958,1,9385866
1823,3077,426,2,9385869
1824,3483,381,3,9385872
1825,2927,461,5,9385875
1826,3630,96,5,9385878
1827,1500,778,1,9385881
1828,3670,204,5,9385884
1829,4032,790,5,9385887
1830,3857,598,2,9385890
1831,1293,708,5,9385893
1832,3309,147,4,9385896
1833,4115,45,2,9385899
1834,2891,382,2,9385902
1835,2781,969,2,9385905
1836,709,887,5,9385908
1837,1278,66,2,9385911
1838,276,587,2,9385914
1839,486,779,3,9385917
1840,1140,459,5,9385920
1841,1083,756,2,9385923
1842,267,226,2,9385926
1843,1032,119,1,9385929
1844,493,127,3,9385932
1845,598,101,3,9385935
1846,3685,834,1,9385938
1847,4319,340,4,9385941
1848,2056,212,3,9385944
1849,1600,503,3,9385947
1850,457,319,2,9385950
1851,3703,1,1,9385953
1852,731,332,5,9385956
1853,1014,151,2,9385959
1854,351,513,4,9385962
1855,2760,683,1,9385965
1856,299,327,5,9385968
1857,1373,516,2,9385971
1858,2266,141,5,9385974
1859,1915,424,5,9385977
1860,2929,246,4,9385980
1861,514,382,1,9385983
1862,3178,539,3,9385986
1863,2090,179,5,9385989
1864,2094,902,2,9385992
1865,3504,904,3,9385995
1866,1421,641,5,9385998
1867,506,821,4,9386001
1868,2266,700,2,9386004
1869,420,773,5,9386007
1870,1569,765,1,9386010
1871,2025,547,4,9386013
1872,2426,121,3,9386016
1873,1395,558,3,9386019
1874,1920,386,2,9386022
1875,2710,45,1,9386025
1876,29,788,5,9386028
1877,4205,596,2,9386031
1878,1603,303,3,9386034
1879,1205,112,1,9386037
1880,933,135,2,9386040
1881,3697,564,4,9386043
1882,47,282,1,9386046
1883,2966,75,3,9386049
1884,2212,6,3,9386052
1885,2766,253,1,9386055
1886,1422,207,1,9386058
1887,4116,52,2,9386061
1888,3504,176,2,9386064
1889,1958,252,5,9386067
1890,2841,122,4,9386070
1891,4301,855,1,9386073
1892,862,337,3,9386076
1893,119,184,1,9386079
1894,2894,598,4,9386082
1895,2377,760,5,9386085
1896,3734,863,4,9386088
1897,1524,565,3,9386091
1898,1310,979,3,9386094
1899,214,937,4,9386097
1900,333,412,5,9386100
1901,3160,69,5,9386103
1902,2377,680,1,9386106
1903,836,831,5,9386109
1904,1430,738,4,9386112
1905,2711,310,3,9386115
1906,826,667,1,9386118
1907,3652,58,4,9386121
1908,467,728,4,9386124
1909,1173,129,1,9386127
1910,132,274,5,9386130
1911,580,875,1,9386133
1912,3944,407,2,9386136
1913,3906,823,2,9386139
1914,4234,785,5,9386142
1915,436,197,5,9386145
1916,993,590,4,9386148
1917,799,585,5,9386151
1918,3663,110,2,9386154
1919,2534,810,1,9386157
1920,1528,177,4,9386160
1921,2958,947,4,9386163
1922,4173,466,4,9386166
1923,923,277,4,9386169
1924,2092,692,5,9386172
1925,206,579,4,9386175
1926,2947,828,5,9386178
1927,107,493,5,9386181
1928,3940,813,5,9386184
1929,66,230,1,9386187
1930,2468,854,4,9386190
1931,1186,48,2,9386193
1932,156,835,2,9386196
1933,2057,635,2,9386199
1934,4211,394,2,9386202
1935,640,552,5,9386205
1936,2599,277,2,9386208
1937,2418,269,3,9386211
1938,4311,55,2,9386214
1939,2105,133,4,9386217
1940,4250,782,1,9386220
1941,1867,166,4,9386223
1942,144,577,1,9386226
1943,3455,417,1,9386229
1944,1556,93,2,9386232
1945,785,901,3,9386235
1946,4166,621,2,9386238
1947,1036,825,3,9386241
1948,4111,300,3,9386244
1949,3679,744,1,9386247
1950,158,808,3,9386250
1951,1357,224,1,9386253
1952,4449,633,2,9386256
1953,1943,293,3,9386259
1954,4285,12,2,9386262
1955,1533,934,1,9386265
1956,4089,23,2,9386268
1957,4138,401,3,9386271
1958,3056,927,3,9386274
1959,4406,553,1,9386277
1960,3202,452,2,9386280
1961,3442,668,5,9386283
1962,4455,517,5,9386286
1963,1240,356,4,9386289
1964,1949,676,4,9386292
1965,1621,256,3,9386295
1966,89,694,3,9386298
1967,3705,902,2,9386301
1968,3144,320,2,9386304
1969,3980,455,5,9386307
1970,1686,984,1,9386310
1971,2713,607,4,9386313
1972,821,967,5,9386316
1973,4476,627,2,9386319
1974,3076,321,1,9386322
1975,2721,268,5,9386325
1976,2425,143,3,9386328
1977,4304,213,1,9386331
1978,1098,97,2,9386334
1979,1393,998,3,9386337
1980,203,66,1,9386340
1981,1242,373,2,9386343
1982,1800,973,2,9386346
1983,556,696,2,9386349
1984,1121,340,1,9386352
1985,3128,531,3,9386355
1986,2490,350,2,9386358
1987,3045,836,3,9386361
1988,2414,878,2,9386364
1989,2868,11,3,9386367
1990,2248,979,4,9386370
1991,707,217,4,9386373
1992,329,504,5,9386376
1993,3360,998,5,9386379
1994,1699,951,2,9386382
1995,3418,520,1,9386385
1996,954,5,4,9386388
1997,2648,221,1,9386391
1998,1434,739,5,9386394
1999,555,33,4,9386397
2000,2216,644,3,9386400
2001,568,95,2,9386403
2002,488,278,3,9386406
2003,928,336,4,9386409
2004,355,522,1,9386412
2005,3723,595,3,9386415
2006,2194,875,1,9386418
2007,4279,234,1,9386421
2008,2045,566,2,9386424
2009,4344,808,3,9386427
2010,2955,367,4,9386430
2011,341,580,5,9386433
2012,398,32,5,9386436
2013,230,418,3,9386439
2014,3855,958,1,9386442
2015,2467,180,5,9386445
2016,1445,337,1,9386448
2017,1413,571,4,9386451
2018,411,666,3,9386454
2019,2240,385,3,9386457
2020,3709,468,1,9386460
2021,259,460,4,9386463
2022,1698,90,4,9386466
2023,3138,466,3,9386469
2024,1521,196,3,9386472
2025,4045,715,4,9386475
2026,3242,186,4,9386478
2027,2190,581,5,9386481
2028,3302,826,1,9386484
2029,748,761,5,9386487
2030,700,54,2,9386490
2031,3110,22,2,9386493
2032,1269,291,2,9386496
2033,3266,771,1,9386499
2034,1793,348,2,9386502
2035,837,883,4,9386505
2036,2599,10,3,9386508
2037,540,911,1,9386511
2038,556,151,5,9386514
2039,3951,924,2,9386517
2040,4256,802,1,9386520
2041,1555,992,4,9386523
2042,2713,48,2,9386526
2043,2515,540,3,9386529
2044,2412,659,1,9386532
2045,4377,800,4,9386535
2046,1429,275,2,9386538
2047,779,144,2,9386541
2048,3587,372,3,9386544
2049,3534,993,2,9386547
2050,2839,608,2,9386550
2051,3636,743,1,9386553
2052,2452,336,3,9386556
2053,4268,721,2,9386559
2054,3940,611,4,9386562
2055,3552,240,2,9386565
2056,3558,253,2,9386568
2057,2420,635,1,9386571
2058,594,517,3,9386574
2059,3087,842,3,9386577
2060,3560,866,4,9386580
2061,3172,745,5,9386583
2062,2115,628,1,9386586
2063,685,562,1,9386589
2064,3887,821,4,9386592
2065,2438,740,3,9386595
2066,2480,674,4,9386598
2067,4415,939,3,9386601
2068,2476,721,1,9386604
2069,3838,630,1,9386607
2070,2553,30,2,9386610
2071,1775,436,2,9386613
2072,2535,636,2,9386616
2073,2729,697,4,9386619
2074,4405,698,4,9386622
2075,283,811,5,9386625
2076,1920,267,2,9386628
2077,594,162,4,9386631
2078,1274,437,4,9386634
2079,3490,491,5,9386637
2080,3506,890,2,9386640
2081,1194,317,5,9386643
2082,2969,615,2,9386646
2083,1772,998,3,9386649
2084,3116,496,3,9386652
2085,4327,418,5,9386655
2086,1884,47,4,9386658
2087,4032,164,3,9386661
2088,623,98,5,9386664
2089,3619,771,4,9386667
2090,4095,521,5,9386670
2091,2194,131,3,9386673
2092,2744,219,1,9386676
2093,898,278,2,9386679
2094,4166,325,5,9386682
2095,3074,700,3,9386685
2096,1784,7,4,9386688
2097,1393,438,2,9386691
2098,3332,45,5,9386694
2099,1508,49,2,9386697
2100,263,233,5,9386700
2101,3042,5,4,9386703
2102,3615,952,1,9386706
2103,499,892,5,9386709
2104,2944,770,1,9386712
2105,1756,777,4,9386715
2106,1060,347,5,9386718
2107,1538,654,1,9386721
2108,3270,185,3,9386724
2109,4005,381,4,9386727
2110,3437,856,2,9386730
2111,2835,236,3,9386733
2112,1292,222,4,9386736
2113,365,735,4,9386739
2114,50,589,5,9386742
2115,2923,870,5,9386745
2116,3374,368,4,9386748
2117,3409,23,3,9386751
2118,2991,748,2,9386754
2119,521,592,3,9386757
2120,2800,477,5,9386760
2121,645,609,5,9386763
2122,2674,459,1,9386766
2123,3045,221,4,9386769
2124,1937,414,2,9386772
2125,2074,330,4,9386775
2126,2040,226,4,9386778
2127,1283,585,2,9386781
2128,3827,917,1,9386784
2129,1371,908,3,9386787
2130,3969,157,4,9386790
2131,2235,851,2,9386793
2132,1496,773,5,9386796
2133,4015,475,3,9386799
2134,3618,717,2,9386802
2135,2334,688,1,9386805
2136,3518,544,5,9386808
2137,2670,921,4,9386811
2138,620,860,5,9386814
2139,37,584,4,9386817
2140,1461,237,1,9386820
2141,1203,28,1,9386823
2142,2005,1000,2,9386826
2143,4404,349,5,9386829
2144,2200,187,5,9386832
2145,3642,107,3,9386835
2146,51,890,1,9386838
2147,4384,626,5,9386841
2148,209,821,4,9386844
2149,2794,666,1,9386847
2150,1454,327,4,9386850
2151,549,952,1,9386853
2152,3405,617,4,9386856
2153,330,739,4,9386859
2154,2198,496,3,9386862
2155,1275,427,3,9386865
2156,784,188,1,9386868
2157,3895,257,5,9386871
2158,522,118,5,9386874
2159,2556,86,2,9386877
2160,600,963,2,9386880
2161,3155,663,3,9386883
2162,1987,595,3,9386886
2163,1008,804,3,9386889
2164,3847,760,1,9386892
2165,1234,78,4,9386895
2166,827,92,3,9386898
2167,3147,504,4,9386901
2168,3734,955,4,9386904
2169,3423,26,5,9386907
2170,2959,951,2,9386910
2171,2805,572,1,9386913
2172,1749,596,5,9386916
2173,2784,368,3,9386919
2174,1536,974,1,9386922
2175,1132,212,5,9386925
2176,3440,666,3,9386928
2177,3793,22,2,9386931
2178,2412,429,2,9386934
2179,3572,752,1,9386937
2180,716,904,3,9386940
2181,111,552,1,9386943
2182,3773,84,1,9386946
2183,4101,466,5,9386949
2184,2419,141,5,9386952
2185,371,368,5,9386955
2186,116,556,3,9386958
2187,2563,426,4,9386961
2188,2121,31,1,9386964
2189,1860,96,4,9386967
2190,3224,688,4,9386970
2191,1950,576,2,9386973
2192,1409,329,2,9386976
2193,1372,28,2,9386979
2194,3543,225,1,9386982
2195,4238,149,4,9386985
2196,4024,376,1,9386988
2197,3656,60,2,9386991
