ITEM_ID,name,description,selling_price,actual_price,unit,catgory_id_id,shop_id_id,slug
998,Mahi Mahi,approach,348.44,105.43,0.35,3,183,998
999,Crab - Meat,ability,371.27,57.21,1.38,3,172,999
1000,"Shrimp - Baby, Cold Water",bifurcated,86.24,462.52,0.37,3,128,1000
1001,Turkey Tenderloin Frozen,holistic,275.41,198.92,0.73,3,225,1001
1002,Soup - Campbells,grid-enabled,485.62,273.55,0.97,3,155,1002
1003,"Beef - Rib Roast, Cap On",adapter,495.22,468.73,1.23,3,56,1003
1004,"Wine - Mas Chicet Rose, Vintage",open system,8.75,240.47,1.44,3,254,1004
1005,Wine - Sake,Centralized,396.7,472.31,0.87,3,289,1005
1006,Mushroom Morel Fresh,Phased,297.75,337.87,0.83,3,294,1006
1007,Cattail Hearts,Multi-lateral,467.85,477.56,0.71,3,201,1007
1008,"Lemonade - Mandarin, 591 Ml",exuding,333.56,468.85,0.89,3,43,1008
1009,"Veal - Tenderloin, Untrimmed",Profit-focused,176.45,159.23,0.91,3,47,1009
1010,Pastry - Apple Large,high-level,42.08,385.21,0.42,3,141,1010
1011,Pastry - Baked Scones - Mini,Virtual,122.79,82.35,1.21,3,33,1011
1012,Pie Filling - Apple,4th generation,461.08,141.01,1.99,3,88,1012
1013,Dikon,impactful,57.7,449.62,0.84,3,111,1013
1014,Beef - Striploin Aa,benchmark,448.63,431.5,1.36,3,252,1014
1015,Bandage - Flexible Neon,customer loyalty,217.17,17.98,1.31,3,300,1015
1016,Icecream - Dstk Strw Chseck,modular,116.11,357.85,1.67,3,177,1016
1017,Sea Bass - Whole,archive,33.39,423.14,1.91,3,116,1017
1018,Apples - Spartan,Assimilated,27.03,162.77,0.36,3,13,1018
1019,"Ice - Clear, 300 Lb For Carving",Synchronised,13.1,37.32,1.24,3,43,1019
1020,Yoplait - Strawbrasp Peac,tertiary,157.95,444.77,0.26,3,116,1020
1021,Pie Filling - Cherry,Function-based,134.14,384.59,1.06,3,4,1021
1022,Anchovy Fillets,Multi-tiered,142.33,449.04,2,3,287,1022
1023,Sauce - Plum,even-keeled,124.1,165.36,1.71,3,122,1023
1024,Bread - Raisin Walnut Oval,content-based,79.38,141.76,0.72,3,63,1024
1025,Chicken - Leg / Back Attach,optimizing,349.4,134.43,0.95,3,230,1025
1026,Chocolate Bar - Coffee Crisp,encoding,21.75,390.87,0.99,3,90,1026
1027,"Pork - Loin, Bone - In",extranet,458.4,286.98,1.71,3,190,1027
1028,Ecolab - Hobart Washarm End Cap,Triple-buffered,73.45,232.23,0.39,3,15,1028
1029,Calypso - Lemonade,value-added,141.14,83.15,0.71,3,249,1029
1030,"Nut - Chestnuts, Whole",Enterprise-wide,187,268.42,1.28,3,32,1030
1031,The Pop Shoppe - Cream Soda,functionalities,421.84,152.66,1.11,3,11,1031
1032,Olives - Nicoise,utilisation,358.13,99.67,1.14,3,219,1032
1033,Wine - Stoneliegh Sauvignon,Synchronised,440.22,420.91,1.03,3,291,1033
1034,Gloves - Goldtouch Disposable,upward-trending,463.43,149.28,0.76,3,40,1034
1035,Allspice - Jamaican,client-server,7.33,463.46,0.36,3,259,1035
1036,Sea Bass - Fillets,system-worthy,40.27,177.85,0.35,3,44,1036
1037,Bread - Raisin Walnut Pull,Centralized,324.76,301.87,0.28,3,292,1037
1038,Creme De Cacao Mcguines,Compatible,492.2,133.49,1.99,3,254,1038
1039,Spinach - Spinach Leaf,Synchronised,184.1,71.19,0.82,3,42,1039
1040,Corn Kernels - Frozen,system-worthy,139.81,241.62,1.47,3,49,1040
1041,Coffee - Cafe Moreno,Ergonomic,277.88,152.01,1.05,3,227,1041
1042,Puff Pastry - Sheets,matrix,497.72,100.01,0.69,3,135,1042
1043,"Cheese - Havarti, Roasted Garlic",Exclusive,221.58,452.18,1.47,3,219,1043
1044,"Wine - White, Ej",knowledge user,466.62,184.85,1.69,3,178,1044
1045,Stainless Steel Cleaner Vision,standardization,385.84,114.27,1.79,3,240,1045
1046,Country Roll,neutral,122.01,44.12,1.88,3,76,1046
1047,Puff Pastry - Sheets,foreground,136.69,73.82,0.3,3,236,1047
1048,Tea Peppermint,discrete,483.94,335.86,1.47,3,192,1048
1049,Pepper - Red Chili,success,85.63,6.29,1.79,3,74,1049
1050,Beef - Top Butt,model,114.95,428.48,0.99,3,258,1050
1051,"Chocolate - Pistoles, White",leverage,262.48,157.95,1.72,3,153,1051
1052,"Doilies - 10, Paper",orchestration,482.86,66.79,1.96,3,134,1052
1053,Oven Mitt - 13 Inch,impactful,327.77,463.86,0.32,3,187,1053
1054,"Liners - Banana, Paper",Programmable,395.89,366.2,1.63,3,2,1054
1055,Pectin,Networked,164.99,261.81,1.09,3,192,1055
1056,Russian Prince,Ameliorated,101.19,410.49,1.51,3,148,1056
1057,Barley - Pearl,Vision-oriented,160.18,266.77,0.59,3,186,1057
1058,Veal - Inside,system-worthy,219.08,462.64,1.24,3,281,1058
1059,"Chicken - White Meat, No Tender",explicit,252.33,214.03,1.77,3,205,1059
1060,Wine - Masi Valpolocell,open system,486.28,420.55,0.63,3,158,1060
1061,Cod - Fillets,protocol,471.75,130.51,0.89,3,164,1061
1062,"Squash - Pattypan, Yellow",intermediate,488.22,11.24,1.08,3,238,1062
1063,Muffin - Bran Ind Wrpd,Centralized,183.04,360.92,1.58,3,68,1063
1064,Vinegar - Tarragon,encompassing,89.91,11.15,1.05,3,37,1064
1065,"Tomatoes - Cherry, Yellow",well-modulated,305.54,144.68,0.37,3,35,1065
1066,Rosemary - Dry,multi-tasking,52.91,493.49,1.14,3,290,1066
1067,Jello - Assorted,intermediate,377.45,453.82,1.03,3,182,1067
1068,"Iced Tea - Lemon, 340ml",Customizable,117.27,75.86,1.67,3,280,1068
1069,"Club Soda - Schweppes, 355 Ml",frame,333.03,203.96,0.55,3,64,1069
1070,Cocoa Feuilletine,Multi-tiered,346.37,204.19,0.91,3,34,1070
1071,Pail With Metal Handle 16l White,Focused,289.49,289.88,0.58,3,75,1071
1072,Sugar - Cubes,Implemented,435.66,180.57,0.51,3,240,1072
1073,Appetizer - Assorted Box,extranet,497.21,103.93,1.04,3,195,1073
1074,Calypso - Pineapple Passion,Optimized,41.49,348.96,0.95,3,222,1074
1075,Nantucket Apple Juice,cohesive,67.41,15.02,1.31,3,10,1075
1076,Bread - Crusty Italian Poly,multi-state,446.66,19.76,1.5,3,254,1076
1077,Wiberg Cure,policy,319.29,137.15,1.18,3,208,1077
1078,Higashimaru Usukuchi Soy,task-force,87.42,32.45,0.64,3,276,1078
1079,Pepper - Green,Down-sized,394,489.77,1.25,3,206,1079
1080,Lettuce - Radicchio,Pre-emptive,463.46,236.79,1.9,3,162,1080
1081,Cranberries - Frozen,Centralized,82.01,292.85,0.65,3,22,1081
1082,Glass Clear 7 Oz Xl,toolset,43.03,92.34,1.42,3,166,1082
1083,"Yogurt - Banana, 175 Gr",core,460.19,73.01,1.48,3,134,1083
1084,Dawn Professionl Pot And Pan,Object-based,220.83,415.99,1.6,3,97,1084
1085,Star Fruit,policy,417.77,117.52,0.76,3,281,1085
1086,Steampan - Half Size Shallow,Multi-layered,430.64,492.57,1.98,3,122,1086
1087,Sour Puss - Tangerine,strategy,318.56,257.14,1.84,3,55,1087
1088,Wine - Fume Blanc Fetzer,Reduced,296.34,406.84,1.57,3,277,1088
1089,Compound - Orange,Optional,141.2,463.5,1.68,3,121,1089
1090,"Yogurt - Peach, 175 Gr",Operative,455.29,87.59,1.18,3,208,1090
1091,Sage Ground Wiberg,focus group,423.64,431.9,1.85,3,42,1091
1092,Munchies Honey Sweet Trail Mix,challenge,395.74,214.41,1.12,3,176,1092
1093,Pastry - Lemon Danish - Mini,hub,55.99,12.42,1.34,3,91,1093
1094,Tofu - Soft,Inverse,229.44,2.89,0.81,3,1,1094
1095,Knife Plastic - White,system engine,474.77,218.9,1.15,3,33,1095
1096,Puree - Kiwi,upward-trending,442.9,445.59,1.54,3,284,1096
1097,Higashimaru Usukuchi Soy,encompassing,46.65,12.93,1.33,3,265,1097
1098,Muffin Orange Individual,Switchable,462.25,368.63,0.74,3,284,1098
1099,"Pepper - Black, Ground",encryption,1.84,499.86,0.43,3,219,1099
1100,Ice Cream Bar - Oreo Cone,Extended,235.7,219.14,1.09,3,201,1100
1101,Horseradish Root,user-facing,1.28,496.26,1,4,278,1101
1102,"Red Snapper - Fresh, Whole",intranet,715.69,868.44,1,4,241,1102
1103,"Chocolate - Milk, Callets",Stand-alone,495.23,578.48,1,4,8,1103
1104,"Bread - White, Sliced",fresh-thinking,481.45,402.72,1,4,266,1104
1105,Gatorade - Cool Blue Raspberry,Monitored,769.59,24.6,1,4,277,1105
1106,Table Cloth 62x120 Colour,array,495.63,122.6,1,4,79,1106
1107,Danishes - Mini Raspberry,encompassing,423.09,42.44,1,4,199,1107
1108,Flower - Daisies,mission-critical,456.22,583.33,1,4,220,1108
1109,Nantucket Pine Orangebanana,system engine,694.61,612.66,1,4,119,1109
1110,Fork - Plastic,parallelism,898.49,994.28,1,4,238,1110
1111,Cheese - Goat,Profound,970.73,370.25,1,4,272,1111
1112,Bagel - Whole White Sesame,Multi-layered,392.91,421.94,1,4,264,1112
1113,"Wine - Red, Pinot Noir, Chateau",Right-sized,8.52,792.5,1,4,68,1113
1114,"Rosemary - Primerba, Paste",4th generation,706.51,425.34,1,4,109,1114
1115,Kohlrabi,Networked,101.14,719.21,1,4,91,1115
1116,Rum - Mount Gay Eclipes,high-level,793.87,259.8,1,4,89,1116
1117,Kumquat,Configurable,270.03,671.5,1,4,105,1117
1118,"Halibut - Whole, Fresh",hardware,24.17,887.57,1,4,37,1118
1119,Pastry - Key Limepoppy Seed Tea,Secured,350.7,162.45,1,4,232,1119
1120,Wine - Barossa Valley Estate,Extended,760.34,813.77,1,4,4,1120
1121,Chocolate - Liqueur Cups With Foil,time-frame,474.69,628.62,1,4,105,1121
1122,"Tart Shells - Sweet, 2",throughput,714.58,291.63,1,4,20,1122
1123,Cleaner - Lime Away,Balanced,656.83,444.87,1,4,226,1123
1124,Vinegar - Raspberry,monitoring,151.28,874.07,1,4,255,1124
1125,Chocolate - Chips Compound,multi-tasking,782.02,734.4,1,4,279,1125
1126,Nectarines,Profound,359.96,460.27,1,4,267,1126
1127,Grapefruit - White,Reverse-engineered,450.64,811.14,1,4,40,1127
1128,Egg Patty Fried,Multi-layered,261.49,612.51,1,4,292,1128
1129,"Bread - Roll, Canadian Dinner",array,24.06,650.88,1,4,18,1129
1130,Puff Pastry - Sheets,mobile,378.92,942.93,1,4,207,1130
1131,Chicken - Whole Fryers,function,297.81,817.76,1,4,259,1131
1132,Lighter - Bbq,User-friendly,523.83,479.26,1,4,138,1132
1133,Wine - Chateau Aqueria Tavel,Reverse-engineered,100.02,778.77,1,4,61,1133
1134,"Turkey - Breast, Smoked",zero administration,977.8,420.2,1,4,9,1134
1135,Flour Pastry Super Fine,systemic,758.69,898.13,1,4,44,1135
1136,"Rum - Dark, Bacardi, Black",forecast,930.77,805.89,1,4,61,1136
1137,Bread - Burger,fault-tolerant,929.87,89.6,1,4,52,1137
1138,"Nut - Pecan, Halves",task-force,168.66,600.28,1,4,42,1138
1139,Wine - Touraine Azay - Le - Rideau,throughput,819.24,273.79,1,4,2,1139
1140,Bread - Kimel Stick Poly,zero administration,392.75,217.59,1,4,264,1140
1141,Scallops 60/80 Iqf,system-worthy,28.45,729.09,1,4,299,1141
1142,"Cheese - Mozzarella, Shredded",protocol,374.86,721.82,1,4,252,1142
1143,"Cake Circle, Paprus",Seamless,556.54,756.46,1,4,94,1143
1144,Wine - Jackson Triggs Okonagan,Front-line,139.01,793.45,1,4,146,1144
1145,Pork - Smoked Kassler,middleware,972.2,175.47,1,4,254,1145
1146,Beer - Muskoka Cream Ale,Polarised,203.66,674.87,1,4,113,1146
1147,Fib N9 - Prague Powder,data-warehouse,497.32,139.18,1,4,198,1147
1148,Muffin Batt - Ban Dream Zero,discrete,906.12,596.23,1,4,247,1148
1149,"Artichoke - Hearts, Canned",Ameliorated,561.95,27.48,1,4,247,1149
1150,Beer - True North Lager,Inverse,23.7,124.99,1,4,184,1150
1151,Cheese - Mix,Organized,790.02,946.1,1,4,11,1151
1152,Turnip - White,pricing structure,637.18,739.54,1,4,265,1152
1153,Pepper Squash,definition,318.86,243.16,1,4,80,1153
1154,Lighter - Bbq,standardization,910.78,527.71,1,4,200,1154
1155,Cheese Cloth,challenge,913.76,12.86,1,4,164,1155
1156,Steampan - Foil,open architecture,862.76,660.8,1,4,38,1156
1157,Cheese - Goat With Herbs,exuding,808.46,724.51,1,4,290,1157
1158,"Clams - Littleneck, Whole",knowledge user,789.26,800.42,1,4,84,1158
1159,Bread - Pain Au Liat X12,Automated,229.9,233.83,1,4,116,1159
1160,"Turkey - Whole, Fresh",interactive,616.46,438.06,1,4,220,1160
1161,Tarts Assorted,hub,829.83,847.73,1,4,275,1161
1162,Sugar - Palm,Distributed,439.41,208.67,1,4,48,1162
1163,Mikes Hard Lemonade,open system,775.94,404.45,1,4,243,1163
1164,Sweet Pea Sprouts,Versatile,361.76,197.83,1,4,17,1164
1165,Chicken Giblets,full-range,674.94,289.49,1,4,106,1165
1166,"Bread - Roll, Whole Wheat",scalable,325.01,363.22,1,4,160,1166
1167,Dates,protocol,213.79,916.48,1,4,196,1167
1168,Soup - Tomato Mush. Florentine,Realigned,814.08,496.98,1,4,92,1168
1169,"Pepper - Paprika, Hungarian",multi-tasking,355.72,688.88,1,4,55,1169
1170,Muffin Puck Ww Carrot,Function-based,799.56,272.56,1,4,297,1170
1171,Sandwich Wrap,uniform,633.07,733.29,1,4,194,1171
1172,Mushroom - King Eryingii,support,67.48,297.57,1,4,101,1172
1173,Cream - 35%,complexity,59.24,316.27,1,4,119,1173
1174,"Veal - Inside Round / Top, Lean",core,626.3,906.47,1,4,209,1174
1175,Wine - Merlot Vina Carmen,national,408.61,535.03,1,4,188,1175
1176,Beer - Steamwhistle,regional,704.57,949.72,1,4,228,1176
1177,"Wine - Red, Pelee Island Merlot",contextually-based,75.51,636.79,1,4,160,1177
1178,Chinese Foods - Cantonese,Multi-channelled,571.73,688.81,1,4,277,1178
1179,"Nut - Hazelnut, Ground, Natural",modular,452.07,84.27,1,4,139,1179
1180,Shrimp - Black Tiger 6 - 8,matrix,251.01,55.25,1,4,158,1180
1181,Muffin Puck Ww Carrot,productivity,213.06,417.45,1,4,27,1181
1182,Steampan - Foil,asymmetric,855.4,781.23,1,4,284,1182
1183,Garbage Bags - Clear,Streamlined,124.93,263.56,1,4,20,1183
1184,Cookie Dough - Oatmeal Rasin,orchestration,45.96,555.25,1,4,57,1184
1185,"Pepper - Black, Ground",attitude,555.81,979.4,1,4,171,1185
1186,Curry Paste - Madras,hierarchy,455.8,119.03,1,4,251,1186
1187,Beets - Golden,capability,735.19,568.76,1,4,151,1187
1188,Pepper - Jalapeno,cohesive,850.04,109.18,1,4,227,1188
1189,Steampan - Half Size Shallow,Phased,324.36,982.82,1,4,23,1189
1190,Mushrooms - Honey,reciprocal,982.8,616.14,1,4,58,1190
1191,Oil - Canola,pricing structure,878.22,200.94,1,4,195,1191
1192,Bacardi Breezer - Tropical,middleware,915.58,668.46,1,4,294,1192
1193,"Hickory Smoke, Liquid",infrastructure,745.41,73.3,1,4,125,1193
1194,"Halibut - Whole, Fresh",heuristic,708.29,980.68,1,4,191,1194
1195,Soup - Campbells - Chicken Noodle,Horizontal,475.8,488.4,1,4,268,1195
1196,Garam Masala Powder,Distributed,169.92,581.98,1,4,64,1196
1197,"Radish - Black, Winter, Organic",secured line,834.43,860.96,1,4,289,1197
1198,Curry Paste - Green Masala,middleware,170.37,87.29,1,4,148,1198
1199,Cheese - Pont Couvert,6th generation,176.13,667.68,1,4,121,1199
1200,Thyme - Dried,Fully-configurable,665.04,326.13,1,4,290,1200
1201,Pail For Lid 1537,utilisation,751.34,231.59,1,4,155,1201
1202,Coffee - Dark Roast,projection,565.18,132.12,1,4,242,1202
1203,Table Cloth 54x72 Colour,project,288.48,260.32,1,4,63,1203
1204,Puff Pastry - Slab,Assimilated,742.65,532.05,1,4,241,1204
1205,"Coffee - Beans, Whole",application,683.49,15.77,1,4,31,1205
1206,Sage Ground Wiberg,homogeneous,428.81,920.16,1,4,215,1206
1207,"Cheese - Mozzarella, Buffalo",leverage,978.8,603.06,1,4,236,1207
1208,Beets - Golden,Secured,147.92,1.05,1,4,174,1208
1209,Cotton Wet Mop 16 Oz,demand-driven,609.46,16.75,1,4,232,1209
1210,"Pasta - Detalini, White, Fresh",portal,916.21,210.93,1,4,224,1210
1211,Juice - Orangina,4th generation,279.44,502.24,1,4,205,1211
1212,Pastry - Banana Tea Loaf,model,830.84,223.08,1,4,118,1212
1213,"Salsify, Organic",Implemented,109.38,222.48,1,4,299,1213
1214,Snapple Lemon Tea,Future-proofed,522.37,908.71,1,4,77,1214
1215,Green Scrubbie Pad H.duty,Fundamental,819.28,827.09,1,4,61,1215
1216,Coffee - 10oz Cup 92961,product,795.51,271.96,1,4,33,1216
1217,Pepper - Sorrano,intermediate,566.09,506.5,1,4,16,1217
1218,Cheese - Cream Cheese,discrete,930.92,337.46,1,4,274,1218
1219,Sterno - Chafing Dish Fuel,emulation,394.79,525.09,1,4,102,1219
1220,Buffalo - Striploin,zero defect,347.64,631.67,1,4,221,1220
1221,"Sauce - Black Current, Dry Mix",4th generation,778.41,360.17,1,4,51,1221
1222,"Split Peas - Green, Dry",optimizing,783.17,985.97,1,4,182,1222
1223,Blackberries,Persistent,620.56,856.51,1,4,215,1223
1224,"Sprite, Diet - 355ml",Implemented,840.86,904.3,1,4,242,1224
1225,Milk - 2% 250 Ml,Compatible,699.65,295.32,1,4,186,1225
1226,Onion Powder,bandwidth-monitored,830.91,139.84,1,4,98,1226
1227,Bagel - Ched Chs Presliced,fresh-thinking,598.71,581.63,1,4,154,1227
1228,Ecolab - Mikroklene 4/4 L,hardware,378.31,456.53,1,4,142,1228
1229,Cake - Cake Sheet Macaroon,content-based,754.51,358.11,1,4,278,1229
1230,Jello - Assorted,Front-line,591,472.74,1,4,101,1230
1231,Cheese - Taleggio D.o.p.,national,272.76,836.97,1,4,115,1231
1232,"Vermouth - White, Cinzano",exuding,443.03,844.56,1,4,162,1232
1233,Water - Spring Water 500ml,Synergistic,465.99,361.15,1,4,29,1233
1234,"Pork - Loin, Center Cut",solution-oriented,382.15,945.79,1,4,231,1234
1235,Bread - Hot Dog Buns,capacity,378.21,739.84,1,4,18,1235
1236,Ostrich - Fan Fillet,client-driven,473.27,378.7,1,4,73,1236
1237,"Pasta - Rotini, Colour, Dry",strategy,916.44,46.65,1,4,257,1237
1238,Kaffir Lime Leaves,orchestration,225.48,23.17,1,4,73,1238
1239,Wine - Touraine Azay - Le - Rideau,structure,315.72,187.25,1,4,160,1239
1240,Soup - Base Broth Beef,Operative,990.06,546.08,1,4,110,1240
1241,Beef - Rib Eye Aaa,Decentralized,860.41,150.43,1,4,1,1241
1242,Beets,eco-centric,506.53,26.28,1,4,158,1242
1243,Sprouts - Pea,6th generation,243.24,547.18,1,4,197,1243
1244,Flour - Rye,Multi-lateral,642.25,320.96,1,4,132,1244
1245,Couscous,matrix,135.65,509.4,1,4,98,1245
1246,Basil - Pesto Sauce,Cross-platform,109.22,571.04,1,4,88,1246
1247,Pastry - Butterscotch Baked,zero tolerance,761.56,513.48,1,4,234,1247
1248,Milk - Buttermilk,regional,102.41,394.26,1,4,192,1248
1249,"Tea - Darjeeling, Azzura",client-server,878.96,701.62,1,4,270,1249
1250,Fennel - Seeds,Optional,296.36,833.24,1,4,64,1250
1251,Cinnamon Rolls,executive,81.63,577.95,1,4,98,1251
1252,"Lemonade - Mandarin, 591 Ml",Intuitive,477.12,203.39,1,4,191,1252
1253,Cheese - Blue,instruction set,158.86,316.55,1,4,300,1253
1254,Bread Bowl Plain,interactive,383.71,234.94,1,4,103,1254
1255,Apricots - Dried,modular,923.4,626.77,1,4,82,1255
1256,Coffee Cup 12oz 5342cd,Inverse,236.84,178.87,1,4,244,1256
1257,Creamers - 10%,Networked,668.56,653.46,1,4,123,1257
1258,Yoplait - Strawbrasp Peac,process improvement,53.26,212.18,1,4,1,1258
1259,Tart - Raisin And Pecan,heuristic,96.35,87.67,1,4,85,1259
1260,Squid Ink,Ergonomic,883.31,657.57,1,4,252,1260
1261,Lamb - Sausage Casings,24 hour,300.77,123.19,1,4,172,1261
1262,"Wine - Magnotta, White",Re-contextualized,501.91,613.75,1,4,237,1262
1263,"Rosemary - Primerba, Paste",throughput,872.96,308.53,1,4,78,1263
1264,Chocolate Liqueur - Godet White,Visionary,922.68,205.06,1,4,269,1264
1265,Corn Meal,Right-sized,292.42,560.05,1,4,59,1265
1266,"Napkin - Dinner, White",well-modulated,726.05,914.6,1,4,168,1266
1267,Container Clear 8 Oz,didactic,795.28,2.34,1,4,188,1267
1268,Water - Tonic,collaboration,107.8,89.39,1,4,293,1268
1269,Sauce - Demi Glace,zero tolerance,506.75,378.03,1,4,182,1269
1270,Jam - Apricot,eco-centric,676.33,928.47,1,4,59,1270
1271,Capers - Ox Eye Daisy,Ameliorated,535.89,517.28,1,4,299,1271
1272,General Purpose Trigger,contingency,309.14,160.35,1,4,167,1272
1273,Veal - Inside,Versatile,690.97,478.48,1,4,273,1273
1274,Bulgar,matrix,490.97,478.53,1,4,108,1274
1275,Plasticknivesblack,Automated,866.67,167.15,1,4,80,1275
1276,Pork - Belly Fresh,well-modulated,467.12,552.94,1,4,53,1276
1277,"Melon - Watermelon, Seedless",concept,368.47,66.35,1,4,184,1277
1278,"Nut - Almond, Blanched, Whole",full-range,809.49,690.08,1,4,228,1278
1279,"Soup - Knorr, Ministrone",holistic,839.49,173.77,1,4,275,1279
1280,Alize Red Passion,scalable,648.12,736.67,1,4,202,1280
1281,Coffee Cup 16oz Foam,value-added,484.22,872.04,1,4,41,1281
1282,Honey - Liquid,Persistent,615.28,820.11,1,4,183,1282
1283,Yukon Jack,attitude-oriented,895.51,170.11,1,4,255,1283
1284,Bread - Wheat Baguette,Public-key,19.99,748.68,1,4,229,1284
1285,Pie Pecan,bifurcated,268.1,245.75,1,4,131,1285
1286,"Soup - Campbells, Spinach Crm",Implemented,306.48,680.43,1,4,256,1286
1287,Beer - Fruli,Virtual,192,667.05,1,4,49,1287
1288,Cardamon Seed / Pod,adapter,609.99,123.53,1,4,34,1288
1289,Coffee - Egg Nog Capuccino,Optimized,126.2,823.46,1,4,58,1289
1290,Filter - Coffee,Pre-emptive,211.04,881.07,1,4,94,1290
1291,Canadian Emmenthal,infrastructure,573.02,729.23,1,4,260,1291
1292,Coffee - Espresso,5th generation,986.24,663.04,1,4,15,1292
1293,Coffee - Irish Cream,access,374.49,876.9,1,4,125,1293
1294,"Soup - Campbells, Chix Gumbo",archive,651.06,535.61,1,4,59,1294
1295,Aromat Spice / Seasoning,cohesive,976.44,893.38,1,4,206,1295
1296,Roe - White Fish,incremental,744.07,303.06,1,4,165,1296
1297,Pasta - Angel Hair,emulation,706.82,300.55,1,4,221,1297
1298,Energy Drink - Franks Pineapple,open system,755.14,715.83,1,4,12,1298
1299,"Chicken - Breast, 5 - 7 Oz",Operative,425.73,135.36,1,4,138,1299
1300,"Pork - Back, Long Cut, Boneless",executive,139.11,882.4,1,4,180,1300
1301,"Onions - Dried, Chopped",hub,603.24,89.54,1,4,35,1301
1302,Wasabi Paste,encompassing,258.78,154.26,1,4,194,1302
1303,Isomalt,groupware,882.52,373.55,1,4,254,1303
1304,Veal - Nuckle,internet solution,975.83,949.84,1,4,163,1304
1305,Appetizer - Asian Shrimp Roll,structure,495.6,705.71,1,4,209,1305
1306,Water - Tonic,Synchronised,216.06,270.69,1,4,262,1306
1307,Juice - V8 Splash,5th generation,214.24,719.71,1,4,12,1307
1308,Yoplait Drink,actuating,325.84,248.3,1,4,104,1308
1309,Dried Apple,dedicated,561.61,848.03,1,4,180,1309
1310,"Apple - Delicious, Red",national,521.87,183.44,1,4,19,1310
1311,"Tart Shells - Savory, 3",Re-engineered,636.1,587.39,1,4,86,1311
1312,"Mushroom - Morels, Dry",multi-state,39.61,279.58,1,4,209,1312
1313,Goldschalger,transitional,819.78,254.69,1,4,264,1313
1314,Tomatoes Tear Drop,Seamless,711.91,413.01,1,4,271,1314
1315,Chocolate - Unsweetened,static,965.1,620.98,1,4,101,1315
1316,Melon - Honey Dew,monitoring,933.37,209.28,1,4,177,1316
1317,Mushrooms - Honey,user-facing,125.92,4.53,1,4,216,1317
1318,"Nut - Almond, Blanched, Ground",client-server,31.59,915.7,1,4,67,1318
1319,Sugar - Cubes,Focused,131.12,665.46,1,4,258,1319
1320,"Nut - Almond, Blanched, Sliced",concept,171.07,68.88,1,4,4,1320
1321,Gooseberry,Object-based,246.39,193.97,1,4,186,1321
1322,Sole - Iqf,function,143.13,636,1,4,282,1322
1323,"Wine - White, Pelee Island",productivity,487.33,589.09,1,4,17,1323
1324,Wine - Cotes Du Rhone,Enterprise-wide,701.25,444.13,1,4,158,1324
1325,Bread - Italian Corn Meal Poly,local,927.53,564.13,1,4,299,1325
1326,Jack Daniels,Mandatory,832.06,119.32,1,4,18,1326
1327,"Lamb - Racks, Frenched",ability,927.14,294.51,1,4,276,1327
1328,Icecream - Dibs,Decentralized,540.22,370.24,1,4,219,1328
1329,Tequila - Sauza Silver,workforce,40.63,49.88,1,4,35,1329
1330,Wine - Puligny Montrachet A.,multi-state,505.61,546.45,1,4,153,1330
1331,Hot Choc Vending,full-range,254.38,92.95,1,4,246,1331
1332,Oil - Macadamia,intangible,908.34,703.27,1,4,88,1332
1333,Soupcontfoam16oz 116con,analyzer,365.44,366.05,1,4,243,1333
1334,Food Colouring - Pink,directional,528.29,599.5,1,4,51,1334
1335,Sauce - Demi Glace,productivity,130.52,323.49,1,4,211,1335
1336,"Stock - Chicken, White",Grass-roots,475.66,577.83,1,4,293,1336
1337,Wine - Fontanafredda Barolo,attitude,123.11,564.41,1,4,169,1337
1338,"Bread - Dark Rye, Loaf",Centralized,736.63,22.79,1,4,86,1338
1339,Sour Puss - Tangerine,conglomeration,340.19,795.94,1,4,155,1339
1340,Cake - French Pear Tart,Inverse,55.22,103.29,1,4,105,1340
1341,Bread - Rosemary Focaccia,solution,422.55,469.14,1,4,157,1341
1342,Cheese - Oka,national,282.46,923.23,1,4,246,1342
1343,Sea Urchin,tertiary,35.78,605.43,1,4,146,1343
1344,Country Roll,demand-driven,808.15,132.44,1,4,57,1344
1345,Pastry - Cheese Baked Scones,Graphic Interface,630.44,548.64,1,4,289,1345
1346,Fireball Whisky,function,287.08,500.8,1,4,274,1346
1347,Hummus - Spread,architecture,120.32,76.81,1,4,219,1347
1348,Snapple - Mango Maddness,systemic,320.22,382.81,1,4,114,1348
1349,Pasta - Cheese / Spinach Bauletti,Persevering,17.67,632.77,1,4,196,1349
1350,Salmon - Sockeye Raw,6th generation,696.35,570.4,1,4,166,1350
1351,Calypso - Lemonade,open system,834.7,707.58,1,4,61,1351
1352,Bread Crumbs - Panko,Upgradable,976.54,631.05,1,4,66,1352
1353,Turkey - Ground. Lean,open system,974.06,327.74,1,4,38,1353
1354,Squid - U 5,frame,160.82,812.39,1,4,206,1354
1355,Dish Towel,Exclusive,580.36,998.52,1,4,285,1355
1356,Icecream Bar - Del Monte,6th generation,410.71,251.07,1,4,189,1356
1357,Monkfish - Fresh,firmware,201.86,907.79,1,4,70,1357
1358,Carbonated Water - Wildberry,functionalities,159.34,994.81,1,4,139,1358
1359,Crab - Meat Combo,architecture,473.26,363.78,1,4,17,1359
1360,Ham - Cooked Bayonne Tinned,superstructure,544.62,391.51,1,4,24,1360
1361,Wine - Sogrape Mateus Rose,benchmark,92.31,409.23,1,4,293,1361
